title,Genre,Premiere,Runtime,IMDB Score,Language,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
Tallulah,Comedy-drama,"July 29, 2016",111,6.7,English,tm219276,MOVIE,"Desperate to be rid of her toddler, a dissatisfied Beverly Hills housewife hires a stranger to babysit and ends up getting much more than she bargained for.",2016.0,,111.0,"['drama', 'comedy', 'romance']",['US'],,tt1639084,6.7,20208.0,7.195,6.8
The Old Guard,Superhero/Action,"July 10, 2020",124,6.7,English,tm849003,MOVIE,Four undying warriors who've secretly protected humanity for centuries become targeted for their mysterious powers just as they discover a new immortal.,2020.0,R,125.0,"['fantasy', 'action', 'thriller']",['US'],,tt7556122,6.6,158247.0,20.588,7.2
Tony Robbins: I Am Not Your Guru,Documentary,July 15. 2016,116,6.7,English,tm239762,MOVIE,"Granted unprecedented access, Berlinger captures renowned life and business strategist Tony Robbins behind the scenes of his mega seminar Date with Destiny, pulling back the curtain on this life-altering and controversial event, the zealous participants and the man himself.",2016.0,,115.0,['documentation'],['US'],,tt5151716,6.6,4391.0,6.569,6.6
Upstarts,Drama,"October 18, 2019",112,6.7,Hindi,tm838022,MOVIE,"Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",2019.0,,112.0,['drama'],['IN'],,tt11066130,6.7,869.0,1.86,7.1
22 July,Drama,"October 10, 2018",144,6.8,English,tm348993,MOVIE,"In Norway on 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utöya Island outside of Oslo. This three-part story will focus on the survivors of the attacks, the political leadership of Norway, and the lawyers involved.",2018.0,R,143.0,"['thriller', 'crime', 'drama', 'history', 'european']","['US', 'IS', 'NO']",,tt7280898,6.8,33609.0,33.575,7.2
7 aos,Drama,"October 28, 2016",76,6.8,Spanish,,,,,,,,,,,,,,
A Futile and Stupid Gesture,Biographical/Comedy,"January 26, 2018",101,6.8,English,tm363248,MOVIE,"The National Lampoon name became globally recognized after the monumental success of Animal House—but before the glory days, it was a scrappy yet divinely subversive magazine and radio show that introduced the world to comedic geniuses like Bill Murray, Chevy Chase, John Belushi, and Gilda Radner. The driving force behind National Lampoon was Doug Kenney, and his truly wild and crazy story unfolds in A Futile and Stupid Gesture from Harvard to Hollywood to Caddyshack and beyond.",2018.0,,101.0,['comedy'],['US'],,tt5566790,6.7,16158.0,10.633,6.5
A Life of Speed: The Juan Manuel Fangio Story,Documentary,"March 20, 2020",92,6.8,Spanish,tm857397,MOVIE,"Juan Manuel Fangio was the Formula One king, winning five world championships in the early 1950s — before protective gear or safety features were used.",2020.0,,92.0,"['documentation', 'sport']",['AR'],,tt11829302,6.9,1854.0,5.826,7.2
A Love Song for Latasha,Documentary,"September 21, 2020",19,6.8,English,tm850862,MOVIE,"A dreamlike conversation with the past and the present, reimagining Latasha Harlins' story by excavating intimate memories shared by those who loved her.",2019.0,,18.0,['documentation'],['US'],,,,,3.684,7.2
All in My Family,Documentary,"May 3, 2019",39,6.8,English/Mandarin,tm468724,MOVIE,"After starting a family of his very own in the United States, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance.",2019.0,,39.0,['documentation'],"['US', 'CN']",,,,,3.534,6.3
Always Be My Maybe,Romantic comedy,"May 31, 2019",102,6.8,English,tm239290,MOVIE,The story of Tintin and Jake as they both try recover from their respective failed relationships.,2016.0,,112.0,"['comedy', 'romance']",['PH'],,tt5341036,6.6,379.0,2.434,7.3
Always Be My Maybe,Romantic comedy,"May 31, 2019",102,6.8,English,tm460948,MOVIE,"Reunited after 15 years, famous chef Sasha and hometown musician Marcus feel the old sparks of attraction but struggle to adapt to each other's worlds.",2019.0,PG-13,102.0,"['romance', 'comedy']",['US'],,tt7374948,6.8,55686.0,11.434,6.6
Becoming,Documentary,"May 6, 2020",89,6.8,English,tm890674,MOVIE,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others.",2020.0,PG,89.0,['documentation'],['US'],,tt12221748,6.8,6349.0,9.982,7.5
Long Live Brij Mohan,Comedy,"August 3, 2018",105,6.8,Hindi,,,,,,,,,,,,,,
Calibre,Thriller,"June 29, 2018",101,6.8,English,tm371900,MOVIE,Two lifelong friends head up to an isolated Scottish Highlands village for a weekend hunting trip that descends into a never-ending nightmare as they attempt to cover up a horrific hunting accident.,2018.0,,101.0,"['thriller', 'drama']",['GB'],,tt6218358,6.8,28788.0,9.761,6.5
Death to 2020,Comedy,"December 27, 2020",70,6.8,English,tm981451,MOVIE,"2020: A year so [insert adjective of choice here], even the creators of Black Mirror couldn't make it up… but that doesn't mean they don't have a little something to add. This comedy event that tells the story of the dreadful year that was — and perhaps still is? The documentary-style special weaves together some of the world's most (fictitious) renowned voices with real-life archival footage.",2020.0,,71.0,['comedy'],"['GB', 'US']",,tt13567480,6.8,38522.0,10.954,6.6
GIMS: On the Record,Documentary,"September 17, 2020",96,6.8,French,tm929614,MOVIE,Go backstage with beloved rap superstar Gims in the year leading up to his major 2019 Stade de France performance in this up-close documentary.,2020.0,,96.0,"['music', 'documentation']",['FR'],,tt12982218,6.8,209.0,4.812,7.3
Have a Good Trip: Adventures in Psychedelics,Documentary,"May 11, 2020",85,6.8,English,tm855483,MOVIE,"Celebrities recall their most mind-bending trips via animations, reenactments and more in this comedic documentary exploring the story of psychedelics.",2020.0,,85.0,"['documentation', 'comedy']",['US'],,tt12133722,6.8,7707.0,12.231,6.9
Heroin(e) ,Documentary,"September 12, 2017",39,6.8,English,,,,,,,,,,,,,,
Mercury 13,Documentary,"April 20, 2018",79,6.8,English,tm408941,MOVIE,"After rigorous testing in 1961, a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight.",2018.0,NC-17,79.0,['documentation'],['IE'],,tt8139850,6.9,1180.0,4.266,6.6
Saving Capitalism,Documentary,"November 21, 2017",73,6.8,English,tm355666,MOVIE,Former Secretary of Labor Robert Reich meets with Americans from all walks of life as he chronicles a seismic shift in the nation's economy.,2017.0,,73.0,['documentation'],['US'],,tt6185286,6.8,3213.0,4.267,6.6
Serious Men,Drama,"October 2, 2020",114,6.8,Hindi,tm933826,MOVIE,"Tormented with his 'under-privileged' societal status, a father capitalizes on his son's newfound fame as a boy-genius. Little does he realize that the secret he harbors will destroy the very thing he loves the most.",2020.0,,115.0,"['drama', 'comedy']",['IN'],,tt10230414,6.8,7505.0,2.765,7.0
The Boys in the Band,Drama,"September 30, 2020",121,6.8,English,tm827508,MOVIE,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.",2020.0,R,121.0,['drama'],['US'],,tt10199914,6.8,15376.0,11.082,6.8
The Boys in the Band: Something Personal,Aftershow / Interview,"September 30, 2020",28,6.8,English,tm957903,MOVIE,"Decades after his play first put gay life center stage, Mart Crowley joins the cast of the 2020 film to reflect on the story's enduring legacy.",2020.0,,28.0,['documentation'],['US'],,tt13206842,7.2,362.0,2.267,8.5
The Life Ahead,Drama,"November 13, 2020",95,6.8,Italian,tm935895,MOVIE,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.",2020.0,PG-13,94.0,"['drama', 'european']","['IT', 'US']",,tt10627584,6.8,14170.0,13.394,6.7
The Other Side of the Wind,Drama,"November 2, 2018",122,6.8,English,tm139885,MOVIE,"Surrounded by fans and skeptics, grizzled director J.J. ""Jake"" Hannaford returns from years abroad in Europe to a changed Hollywood, where he attempts to make his innovative comeback film.  This film was started in 1970 but never completed during Welles lifetime.",2018.0,R,122.0,"['drama', 'european']","['IR', 'US', 'FR']",,tt0069049,6.7,7104.0,7.453,6.7
The Trader,Documentary,"February 9, 2018",23,6.8,Georgian,tm360618,MOVIE,"A traveling trader provides a window into rural life in the Republic of Georgia, where potatoes are currency and ambition is crushed by poverty.",2018.0,,23.0,['documentation'],['GE'],,tt10455716,,,7.621,6.7
To the Bone,Drama,"July 14, 2017",107,6.8,English,tm244317,MOVIE,A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,2017.0,,107.0,['drama'],['US'],,tt6143418,6.8,47025.0,22.167,7.2
Tony Parker: The Final Shot,Documentary,"January 6, 2021",98,6.8,French,tm988879,MOVIE,"The background and career of Tony Parker, whose determination led him to become arguably the greatest French basketball player.",2021.0,,98.0,"['documentation', 'sport']",['FR'],,tt13696668,6.8,1400.0,7.313,7.2
AK vs AK,Thriller,"December 24, 2020",108,6.9,Hindi,tm926528,MOVIE,"After a public spat with a movie star,  a disgraced director retaliates by kidnapping the actor's daughter, filming the search for her in real-time.",2020.0,,108.0,"['drama', 'action', 'crime', 'thriller', 'comedy']",['IN'],,tt11651796,6.9,14195.0,3.757,7.3
Amanda Knox,Documentary,"September 30, 2016",92,6.9,English,tm247642,MOVIE,"This gripping, atmospheric documentary recounts the infamous trial, conviction and eventual acquittal of Seattle native Amanda Knox for the 2007 murder of a British exchange student in Italy.",2016.0,,92.0,"['documentation', 'crime', 'european']","['DK', 'US']",,tt5952332,6.9,24488.0,8.847,6.7
Bigflo & Oil: Hip Hop Frenzy,Documentary,"October 8, 2020",100,6.9,French,,,,,,,,,,,,,,
Biggie: I Got a Story to Tell,Documentary,"March 1, 2021",97,6.9,English,tm1001108,MOVIE,"Christopher Wallace, AKA The Notorious B.I.G., remains one of Hip-Hop’s icons, renowned for his distinctive flow and autobiographical lyrics. This documentary celebrates his life via rare behind-the-scenes footage and the testimonies of his closest friends and family.",2021.0,R,97.0,"['documentation', 'music']",['US'],,tt14058484,6.8,5028.0,8.292,7.2
Cops and Robbers,Animation / Short,"December 28, 2020",7,6.9,English,tm984018,MOVIE,Animation and activism unite in this multimedia spoken-word response to police brutality and racial injustice.,2020.0,PG-13,8.0,['animation'],['US'],,tt13322484,6.9,,4.414,7.0
I Don't Feel at Home in This World Anymore,Drama,"February 24, 2017",96,6.9,English,tm273294,MOVIE,"When a depressed woman is burglarized, she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbor. But they soon find themselves dangerously out of their depth against a pack of degenerate criminals.",2017.0,,93.0,"['drama', 'thriller', 'crime', 'comedy', 'european']",['US'],,tt5710514,6.9,55549.0,12.544,6.5
Laerte-se,Documentary,"May 19, 2017",100,6.9,Portuguese,tm315865,MOVIE,"In this film, Laerte conjugates the body in the feminine, and scrutinizes concepts and prejudices. Not in search of an identity, but in search of un-identities. Laerte creates and sends creatures to face reality in the fictional world of comic strips as a vanguard of the self. And, on the streets, the one who becomes the fiction of a real character. Laerte, of all the bodies, and of none, complicates all binaries. In following Laerte, this documentary chooses to clothe the nudity beyond the skin we inhabit.",2017.0,,100.0,['documentation'],['BR'],,tt6795136,7.0,694.0,3.27,7.2
Mank,Biopic,"December 4, 2020",132,6.9,English,tm821789,MOVIE,1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).,2020.0,R,131.0,"['comedy', 'drama']",['US'],,tt10618286,6.8,72295.0,13.068,6.8
Our Souls at Night,Romance,"September 29, 2017",103,6.9,English,tm285295,MOVIE,"Addie Moore and Louis Waters, a widow and widower, have lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neighbour.",2017.0,,101.0,"['drama', 'romance']",['US'],,tt5034266,6.9,13519.0,10.009,6.7
Outlaw King,Historical-epic,"November 9, 2018",121,6.9,English,tm319818,MOVIE,"Forced into exile by the English after being crowned King of Scotland, legendary warrior Robert the Bruce fights to reclaim the throne.",2018.0,R,121.0,"['action', 'drama', 'history', 'war']","['US', 'GB']",,tt6679794,6.9,70822.0,24.14,6.8
Pagglait,Comedy-drama,"March 26, 2021",114,6.9,Hindi,tm869475,MOVIE,"Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives, and a startling discovery about her late husband.",2021.0,,114.0,"['comedy', 'drama']",['IN'],,tt11142762,6.9,9287.0,3.997,7.1
ReMastered: Who Shot the Sheriff?,Documentary,"October 12, 2018",57,6.9,English,,,,,,,,,,,,,,
Seeing Allred,Documentary,"February 9, 2018",95,6.9,English,tm363003,MOVIE,"Gloria Allred overcame trauma and personal setbacks to become one of the nation’s most famous women’s rights attorneys. Now the feminist firebrand takes on two of the biggest adversaries of her career, Bill Cosby and Donald Trump, as sexual violence allegations grip the nation and keep her in the spotlight.",2018.0,,96.0,['documentation'],['US'],,tt7689924,7.2,1357.0,5.877,6.9
Spelling the Dream,Documentary,"June 3, 2020",83,6.9,English,tm420181,MOVIE,"Since 1999, 18 of the last 22 winners of the Scripps National Spelling Bee have been Indian-American, making the incredible trend one of the longest in sports history. “Breaking the Bee” is a feature-length documentary that explores and celebrates this new dynasty while following four students, ages 7 to 14, as they vie for the title of spelling bee champion.",2020.0,,82.0,['documentation'],['US'],,tt6193522,6.9,720.0,2.957,7.7
The Claudia Kishi Club,Documentary,"July 10, 2020",17,6.9,English,tm890479,MOVIE,"Asian American creatives pay passionate tribute to the iconic, stereotype-busting ""Baby-Sitters Club"" character in this heartfelt documentary short.",2020.0,,17.0,['documentation'],['US'],,tt12411586,,,1.135,4.7
The Half of It,Romance,"May 1, 2020",105,6.9,English,tm470240,MOVIE,"Shy, straight-A student Ellie is hired by sweet but inarticulate jock Paul, who needs help wooing the most popular girl in school. But their new and unlikely friendship gets tricky when Ellie discovers she has feelings for the same girl.",2020.0,PG-13,104.0,"['comedy', 'romance', 'drama']",['US'],,tt9683478,6.9,36576.0,17.948,7.2
The Highwaymen,Crime drama,"March 29, 2019",131,6.9,English,tm420826,MOVIE,"In 1934, Frank Hamer and Manny Gault, two former Texas Rangers, are commissioned to put an end to the wave of vicious crimes perpetrated by Bonnie Parker and Clyde Barrow, a notorious duo of infamous robbers and cold-blooded killers who nevertheless are worshiped by the public.",2019.0,R,133.0,"['drama', 'thriller', 'crime']",['US'],,tt1860242,6.9,89893.0,14.256,6.7
